1700251,Abreulandia
1700301,Aguiarnopolis
1700350,Alianca Do Tocantins
1700400,Almas
1700707,Alvorada
1701002,Ananas
1701051,Angico
1701101,Aparecida Do Rio Negro
1701309,Aragominas
1701903,Araguacema
1702000,Araguacu
1702109,Araguaina
1702158,Araguana
1702208,Araguatins
1702307,Arapoema
1702406,Arraias
1702554,Augustinopolis
1702703,Aurora Do Tocantins
1702901,Axixa Do Tocantins
1703008,Babaculandia
1703057,Bandeirantes Do Tocantins
1703073,Barra Do Ouro
1703107,Barrolandia
1703206,Bernardo Sayao
1703305,Bom Jesus Do Tocantins
1703602,Brasilandia Do Tocantins
1703701,Brejinho De Nazare
1703800,Buriti Do Tocantins
1703826,Cachoeirinha
1703842,Campos Lindos
1703867,Cariri Do Tocantins
1703883,Carmolandia
1703891,Carrasco Bonito
1703909,Caseara
1704105,Centenario
1705102,Chapada Da Natividade
1704600,Chapada De Areia
1705508,Colinas Do Tocantins
1716703,Colmeia
1705557,Combinado
1705607,Conceicao Do Tocantins
1706001,Couto Magalhaes
1706100,Cristalandia
1706258,Crixas Do Tocantins
1706506,Darcinopolis
1707009,Dianopolis
1707108,Divinopolis Do Tocantins
1707207,Dois Irmaos Do Tocantins
1707306,Duere
1707405,Esperantina
1707553,Fatima
1707652,Figueiropolis
1707702,Filadelfia
1708205,Formoso Do Araguaia
1708254,Fortaleza Do Tabocao
1708304,Goianorte
1709005,Goiatins
1709302,Guarai
1709500,Gurupi
1709807,Ipueiras
1710508,Itacaja
1710706,Itaguatins
1710904,Itapiratins
1711100,Itapora Do Tocantins
1711506,Jau Do Tocantins
1711803,Juarina
1711902,Lagoa Da Confusao
1711951,Lagoa Do Tocantins
1712009,Lajeado
1712157,Lavandeira
1712405,Lizarda
1712454,Luzinopolis
1712504,Marianopolis Do Tocantins
1712702,Mateiros
1712801,Maurilandia Do Tocantins
1713205,Miracema Do Tocantins
1713304,Miranorte
1713601,Monte Do Carmo
1713700,Monte Santo Do Tocantins
1713957,Muricilandia
1714203,Natividade
1714302,Nazare
1714880,Nova Olinda
1715002,Nova Rosalandia
1715101,Novo Acordo
1715150,Novo Alegre
1715259,Novo Jardim
1715507,Oliveira De Fatima
1721000,Palmas
1715705,Palmeirante
1713809,Palmeiras Do Tocantins
1715754,Palmeiropolis
1716109,Paraiso Do Tocantins
1716208,Parana
1716307,Pau Darco
1716505,Pedro Afonso
1716604,Peixe
1716653,Pequizeiro
1717008,Pindorama Do Tocantins
1717206,Piraque
1717503,Pium
1717800,Ponte Alta Do Bom Jesus
1717909,Ponte Alta Do Tocantins
1718006,Porto Alegre Do Tocantins
1718204,Porto Nacional
1718303,Praia Norte
1718402,Presidente Kennedy
1718451,Pugmil
1718501,Recursolandia
1718550,Riachinho
1718659,Rio Da Conceicao
1718709,Rio Dos Bois
1718758,Rio Sono
1718808,Sampaio
1718840,Sandolandia
1718865,Santa Fe Do Araguaia
1718881,Santa Maria Do Tocantins
1718899,Santa Rita Do Tocantins
1718907,Santa Rosa Do Tocantins
1719004,Santa Tereza Do Tocantins
1720002,Santa Terezinha Do Tocantins
1720101,Sao Bento Do Tocantins
1720150,Sao Felix Do Tocantins
1720200,Sao Miguel Do Tocantins
1720259,Sao Salvador Do Tocantins
1720309,Sao Sebastiao Do Tocantins
1720499,Sao Valerio
1720655,Silvanopolis
1720804,Sitio Novo Do Tocantins
1720853,Sucupira
1720903,Taguatinga
1720937,Taipas Do Tocantins
1720978,Talisma
1721109,Tocantinia
1721208,Tocantinopolis
1721257,Tupirama
1721307,Tupiratins
1722081,Wanderlandia
1722107,Xambioa
